0,x,y,z
C,1.0035089,-0.737179,0
C,1.0035072,0.7371813,0
C,-0.2752856,1.1853559,0
C,-1.2169821,-0.0000014,0
C,-0.2752829,-1.1853565,0
H,1.8986112,-1.3471989,0
H,1.8986081,1.3472033,0
H,-0.6061055,2.2161032,0
H,-1.8790408,-0.0000021,-0.8798042
H,-1.8790408,-0.0000021,0.8798042
H,-0.6061004,-2.2161045,0
