0,x,y,z
C,0,0,1.4043149
C,-1.2295334,0,0.7700004
C,-1.2182509,0,-0.6386438
C,0,0,-1.3322306
C,1.2182509,0,-0.6386438
C,1.2295334,0,0.7700004
H,2.16457,0,1.320628
H,2.1574676,0,-1.1842551
H,0,0,-2.4176855
H,-2.1574676,0,-1.1842551
H,-2.16457,0,1.320628
