s_values	dI_I
0.0	-0.40319997746888275
0.02404809619238477	-0.40314635837280743
0.04809619238476954	-0.40298537659603473
0.07214428857715431	-0.40271665815583535
0.09619238476953908	-0.4023395780161104
0.12024048096192384	-0.40185325747905465
0.14428857715430862	-0.40125656051029224
0.1683366733466934	-0.400548088974334
0.19238476953907815	-0.399726176750236
0.21643286573146292	-0.3987888826899867
0.24048096192384769	-0.3977339823749569
0.26452905811623245	-0.39655895861759377
0.28857715430861725	-0.39526099064772435
0.312625250501002	-0.39383694191381274
0.3366733466933868	-0.392283346420668
0.3607214428857715	-0.3905963935151151
0.3847695390781563	-0.388771911020937
0.4088176352705411	-0.38680534661321553
0.43286573146292584	-0.38469174731044903
0.45691382765531063	-0.38242573695017623
0.48096192384769537	-0.3800014915002735
0.5050100200400801	-0.3774127120438219
0.5290581162324649	-0.3746525952599737
0.5531062124248497	-0.3717138012069488
0.5771543086172345	-0.3685884181960406
0.6012024048096193	-0.3652679245272998
0.625250501002004	-0.36174314683837894
0.6492985971943888	-0.35800421479826955
0.6733466933867736	-0.35404051185707053
0.6973947895791583	-0.3498406217423212
0.721442885771543	-0.34539227037157527
0.7454909819639278	-0.3406822628308306
0.7695390781563126	-0.3356964150494772
0.7935871743486974	-0.33041947978578007
0.8176352705410822	-0.3248350665236326
0.8416833667334669	-0.31892555487299273
0.8657314629258517	-0.3126720010652828
0.8897795591182365	-0.3060540371436456
0.9138276553106213	-0.2990497624695365
0.937875751503006	-0.29163562720650804
0.9619238476953907	-0.2837863075043471
0.9859719438877755	-0.275474572198967
1.0100200400801602	-0.26667114097469496
1.034068136272545	-0.2573445341166377
1.0581162324649298	-0.24746091422551547
1.0821643286573146	-0.23698392059289453
1.1062124248496994	-0.22587449736242587
1.1302605210420842	-0.21409071715863565
1.154308617234469	-0.20158760258118585
1.1783567134268538	-0.1883169488785779
1.2024048096192386	-0.1742271522777877
1.2264529058116231	-0.1592630499123649
1.250501002004008	-0.14336577912757564
1.2745490981963927	-0.12647266622489067
1.2985971943887775	-0.10851715752841426
1.3226452905811623	-0.08942880911168395
1.346693386773547	-0.06913335571963669
1.370741482965932	-0.04755288446495069
1.3947895791583167	-0.024606144867686728
1.4188376753507015	-0.00020903381437502858
1.442885771543086	0.025724697941218913
1.4669338677354709	0.05328246209648683
1.4909819639278556	0.08255150651959663
1.5150300601202404	0.11361717083817842
1.5390781563126252	0.14656063865378086
1.56312625250501	0.18145609300757098
1.5871743486973948	0.21836717693089908
1.6112224448897796	0.2573426619660299
1.6352705410821644	0.29841123783191914
1.659318637274549	0.34157536031596253
1.6833667334669338	0.3868041373141425
1.7074148296593186	0.434025300691457
1.7314629258517034	0.4831164102400746
1.7555110220440882	0.5338955701394683
1.779559118236473	0.5861121093915833
1.8036072144288577	0.6394378811325446
1.8276553106212425	0.6934600576046692
1.8517034068136273	0.7476765113569874
1.875751503006012	0.8014950375999677
1.8997995991983967	0.8542377322959221
1.9238476953907815	0.9051517321769537
1.9478957915831663	0.9534271876680906
1.971943887775551	0.9982227428205627
1.9959919839679359	1.038697949988523
2.0200400801603204	1.0740510299178616
2.0440881763527052	1.1035593518030682
2.06813627254509	1.1266191602540219
2.092184368737475	1.1427806367749906
2.1162324649298596	1.1517745214154385
2.1402805611222444	1.1535272917583315
2.164328657314629	1.1481632080814075
2.188376753507014	1.1359931524850821
2.212424849699399	1.1174918016510105
2.2364729458917836	1.0932659692334217
2.2605210420841684	1.0640177163158109
2.284569138276553	1.0305059787876334
2.308617234468938	0.9935100628639781
2.3326653306613228	0.9537975801610314
2.3567134268537075	0.9120984387485274
2.3807615230460923	0.8690855671321307
2.404809619238477	0.825362261059162
2.4288577154308615	0.7814554786761333
2.4529058116232463	0.7378140788685879
2.476953907815631	0.6948108704506248
2.501002004008016	0.6527473653624227
2.5250501002004007	0.6118602522688974
2.5490981963927855	0.5723287797363278
2.5731462925851702	0.5342824240179123
2.597194388777555	0.4978083913962937
2.62124248496994	0.46295865576463735
2.6452905811623246	0.4297563534880531
2.6693386773547094	0.3982014496884282
2.693386773547094	0.36827565607124085
2.717434869739479	0.3399466247331364
2.741482965931864	0.31317146977436405
2.7655310621242486	0.2878996833389239
2.7895791583166334	0.26407551859582296
2.813627254509018	0.24163991209482313
2.837675350701403	0.2205320141073663
2.8617234468937873	0.20069038962275318
2.885771543086172	0.1820539457425848
2.909819639278557	0.164562634058633
2.9338677354709417	0.1481579696847673
2.9579158316633265	0.13278340221762788
2.9819639278557113	0.11838456816116048
3.006012024048096	0.10490944931250899
3.030060120240481	0.09230845726110803
3.0541082164328657	0.08053446045386779
3.0781563126252505	0.06954276716590302
3.1022044088176353	0.059291075119488064
3.12625250501002	0.04973939634447008
3.150300601202405	0.040849964107613934
3.1743486973947896	0.03258712729526964
3.1983967935871744	0.024917236462906188
3.2224448897795592	0.01780852481941245
3.246492985971944	0.011230986655686552
3.270541082164329	0.0051562551226396565
3.2945891783567136	-0.00044251921409966226
3.318637274549098	-0.005590787989617704
3.3426853707414828	-0.010312722061322098
3.3667334669338675	-0.014631325392561338
3.3907815631262523	-0.018568545416886
3.414829659318637	-0.02214537961795747
3.438877755511022	-0.025381978137709385
3.4629258517034067	-0.028297742271766645
3.4869739478957915	-0.030911418730747695
3.5110220440881763	-0.033241189544451266
3.535070140280561	-0.03530475746568761
3.559118236472946	-0.03711942669581297
3.5831663326653307	-0.03870217870679217
3.6072144288577155	-0.040069742878169334
3.6312625250501003	-0.04123866160369995
3.655310621242485	-0.04222534945453023
3.67935871743487	-0.04304614591630725
