s_values	dI_I
0.0	-3.2857957935454776e-14
0.02404809619238477	-1.046805200473898e-06
0.04809619238476954	-4.178364899571215e-06
0.07214428857715431	-9.368089163443707e-06
0.09619238476953908	-1.6571565579674475e-05
0.12024048096192384	-2.5726580294377364e-05
0.14428857715430862	-3.675273621453562e-05
0.1683366733466934	-4.955174266779688e-05
0.19238476953907815	-6.400657218445919e-05
0.21643286573146292	-7.998210969651218e-05
0.24048096192384769	-9.732368985328039e-05
0.26452905811623245	-0.0001158578824924477
0.28857715430861725	-0.00013539166998694798
0.312625250501002	-0.00015571185545312788
0.3366733466933868	-0.0001765855728499698
0.3607214428857715	-0.0001977582899177441
0.3847695390781563	-0.00021895492260819274
0.4088176352705411	-0.00023987732893747626
0.43286573146292584	-0.0002602057392579204
0.45691382765531063	-0.00027959714124320114
0.48096192384769537	-0.0002976852930938827
0.5050100200400801	-0.0003140787385561286
0.5290581162324649	-0.00032836098225265755
0.5531062124248497	-0.000340089715555188
0.5771543086172345	-0.0003487966915965435
0.6012024048096193	-0.00035398466543877315
0.625250501002004	-0.0003551285529583015
0.6492985971943888	-0.00035167406692959545
0.6733466933867736	-0.00034303706669196025
0.6973947895791583	-0.00032860167728625603
0.721442885771543	-0.0003077204404950424
0.7454909819639278	-0.00027971276843193857
0.7695390781563126	-0.00024386409858820406
0.7935871743486974	-0.00019942741766298892
0.8176352705410822	-0.00014561972882354575
0.8416833667334669	-8.162199373438327e-05
0.8657314629258517	-6.579671983089762e-06
0.8897795591182365	8.039656124182131e-05
0.9138276553106213	0.00018023265431970403
0.937875751503006	0.0002938915551603973
0.9619238476953907	0.0004223684726246313
0.9859719438877755	0.0005666905844760344
1.0100200400801602	0.0007279171485832307
1.034068136272545	0.0009071369859660178
1.0581162324649298	0.001105459876215713
1.0821643286573146	0.0013240148176803057
1.1062124248496994	0.0015639436215396103
1.1302605210420842	0.0018263949775853042
1.154308617234469	0.002112504295061644
1.1783567134268538	0.0024233899129457418
1.2024048096192386	0.0027601348099742322
1.2264529058116231	0.0031237681759132972
1.250501002004008	0.0035152340387678417
1.2745490981963927	0.003935371119016389
1.2985971943887775	0.004384874537776366
1.3226452905811623	0.004864253114805566
1.346693386773547	0.005373781250709415
1.370741482965932	0.005913440206508111
1.3947895791583167	0.006482849036362238
1.4188376753507015	0.007081184535854481
1.442885771543086	0.007707088568880643
1.4669338677354709	0.008358563145127337
1.4909819639278556	0.009032851246419563
1.5150300601202404	0.009726305850509891
1.5390781563126252	0.010434246920447119
1.56312625250501	0.011150808738709626
1.5871743486973948	0.011868772754077895
1.6112224448897796	0.012579446760384944
1.6352705410821644	0.013272507899723694
1.659318637274549	0.013935885421331468
1.6833667334669338	0.014555702247092227
1.7074148296593186	0.015116278215644773
1.7314629258517034	0.015600226965322955
1.7555110220440882	0.015988672973383924
1.779559118236473	0.016261611342445158
1.8036072144288577	0.016398446759272062
1.8276553106212425	0.016378697475170807
1.8517034068136273	0.016182882581972577
1.875751503006012	0.015793573892627342
1.8997995991983967	0.015196427104364871
1.9238476953907815	0.014381383062352331
1.9478957915831663	0.01334368579447691
1.971943887775551	0.012084700903756258
1.9959919839679359	0.010612343935878538
2.0200400801603204	0.008941241085171022
2.0440881763527052	0.007092313162203365
2.06813627254509	0.005091982530893081
2.092184368737475	0.002970994070533282
2.1162324649298596	0.0007628966482093293
2.1402805611222444	-0.0014975518349156377
2.164328657314629	-0.003775895108791014
2.188376753507014	-0.006039400110723661
2.212424849699399	-0.00825822280198548
2.2364729458917836	-0.010406223939881694
2.2605210420841684	-0.012461437048240188
2.284569138276553	-0.014406268518960784
2.308617234468938	-0.016227419188044045
2.3326653306613228	-0.017915660315334855
2.3567134268537075	-0.01946526125716516
2.3807615230460923	-0.02087365330383004
2.404809619238477	-0.022140879504508788
2.4288577154308615	-0.023269121029730954
2.4529058116232463	-0.024262101603394343
2.476953907815631	-0.025124806030694544
2.501002004008016	-0.02586311809986663
2.5250501002004007	-0.02648353427490429
2.5490981963927855	-0.026992617275180264
2.5731462925851702	-0.027397198710978513
2.597194388777555	-0.02770411963861792
2.62124248496994	-0.02792006928311774
2.6452905811623246	-0.028051444536561818
2.6693386773547094	-0.028104431241025424
2.693386773547094	-0.028084913669471617
2.717434869739479	-0.027998453263553397
2.741482965931864	-0.027850281369219222
2.7655310621242486	-0.027645301908210854
2.7895791583166334	-0.02738818927906734
2.813627254509018	-0.02708316003327533
2.837675350701403	-0.02673414760399307
2.8617234468937873	-0.02634484254009249
2.885771543086172	-0.025918861422435074
2.909819639278557	-0.02545920820341451
2.9338677354709417	-0.024968781704226114
2.9579158316633265	-0.024450290072042805
2.9819639278557113	-0.02390621612790585
3.006012024048096	-0.023338875098491942
3.030060120240481	-0.022750379913921016
3.0541082164328657	-0.02214266644524682
3.0781563126252505	-0.02151750168365314
3.1022044088176353	-0.020876500700383094
3.12625250501002	-0.02022112482069641
3.150300601202405	-0.019552786458664942
3.1743486973947896	-0.018872762594399982
3.1983967935871744	-0.018181906026171243
3.2224448897795592	-0.017481143833132082
3.246492985971944	-0.01677127692628647
3.270541082164329	-0.016052999051957617
3.2945891783567136	-0.015326903174940096
3.318637274549098	-0.014593470610910358
3.3426853707414828	-0.013853073502789973
3.3667334669338675	-0.01310600484511247
3.3907815631262523	-0.012352469854954412
3.414829659318637	-0.011592584344701718
3.438877755511022	-0.010826471763475828
3.4629258517034067	-0.010054029260584824
3.4869739478957915	-0.00927513402339354
3.5110220440881763	-0.008489626926363092
3.535070140280561	-0.007697351528354542
3.559118236472946	-0.006897997766197289
3.5831663326653307	-0.0060912725337960915
3.6072144288577155	-0.005276857208387488
3.6312625250501003	-0.004454404026796194
3.655310621242485	-0.003623592968078244
3.67935871743487	-0.0027840916338071975
3.7034068136272547	-0.0019355962676872141
3.7274549098196395	-0.0010778394117180762
3.751503006012024	-0.00021055366171430202
3.7755511022044086	0.0006664368406049974
3.7995991983967934	0.0015532310098225986
3.823647294589178	0.002449833934639095
3.847695390781563	0.003356139196982983
3.8717434869739478	0.004271910484495125
3.8957915831663326	0.00519676262235172
3.9198396793587174	0.0061301421890448075
3.943887775551102	0.007071307923504284
3.967935871743487	0.008019311177867658
3.9919839679358717	0.008972976720372767
4.0160320641282565	0.009930884245648256
4.040080160320641	0.010891351002812626
4.064128256513026	0.011852416004960394
4.0881763527054105	0.012811826332825118
4.112224448897796	0.013767026089149153
4.13627254509018	0.014715148594982937
4.160320641282565	0.01565301244092281
4.18436873747495	0.01657712201219654
4.208416833667335	0.017483673091270788
4.232464929859719	0.018368564103728717
4.2565130260521045	0.019227413506600538
4.280561122244489	0.020055583723159905
4.304609218436874	0.020848211901327907
4.328657314629258	0.021600247615093597
4.352705410821644	0.02230649744183125
4.376753507014028	0.022961676136506293
4.400801603206412	0.023560463893310377
4.424849699398798	0.024097568944318595
4.448897795591182	0.02456779450407644
