0,x,y,z
C,0.6678224,0,0
C,-0.6678224,0,0
H,1.2435009,0.9218819,0
H,1.2435009,-0.9218819,0
H,-1.2435009,0.9218819,0
H,-1.2435009,-0.9218819,0
