0,x,y,z
C,-0.2028825,-0.2467051,0
C,0.4676602,1.0036044,0
C,0.5193204,-1.4550376,0
C,1.9045449,-1.4313772,0
C,2.5794601,-0.1924357,0
C,1.8738601,1.0033882,0
N,-1.6416169,-0.3130667,0
O,-0.1591222,2.211701,0
O,-2.2144856,-1.4345971,0
H,-0.0362856,-2.383692,0
H,2.463466,-2.3594705,0
H,3.6641165,-0.1705599,0
H,2.3730281,1.9642593,0
H,-1.1445861,2.0711467,0
O,-2.3082433,0.7915099,0
