0,x,y,z
C,1.2059899,-0.6761233,0
C,1.156729,0.7218087,0
C,0.002356,-1.3903237,0
C,-1.2035918,-0.680047,0
C,-1.1588918,0.7180397,0
N,-0.0022217,1.4187939,0
H,2.161822,-1.1887665,0
H,2.0668689,1.3128142,0
H,0.0041327,-2.4755817,0
H,-2.1577416,-1.1958157,0
H,-2.0709629,1.3060596,0
